osu_id	pctsim	kingdom	phylum	class	order	family	genus
1000426	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000194	98.11	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002349	97.4	Bacteria_[3]	Bacteroidetes_[3]	Bacteroidia_[3]	Bacteroidales_[3]	Prevotellaceae_[3]	Prevotella_[3]
1000870	96.69	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001363	98.35	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000803	99.53	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1000456	98.58	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000428	99.05	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000588	98.82	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000520	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000709	97.64	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1000357	98.35	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000564	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000244	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000888	97.16	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000707	98.35	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002553	97.87	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002748	99.06	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1003293	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000343	99.05	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1002573	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000265	96.93	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000096	97.16	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000066	98.58	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000075	97.87	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000686	97.87	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000275	92.2	Bacteria_[9]	Bacteroidetes_[9]	Bacteroidia_[9]	Bacteroidales_[9]	Prevotellaceae_[9]	Prevotella_[9]
1003299	96.22	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000130	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000271	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000682	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000752	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000202	98.58	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000442	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000874	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000445	97.64	Bacteria_[3]	Bacteroidetes_[3]	Bacteroidia_[3]	Bacteroidales_[3]	Prevotellaceae_[3]	Prevotella_[3]
1001063	99.53	Bacteria_[2]	Bacteroidetes_[2]	Bacteroidia_[2]	Bacteroidales_[2]	Prevotellaceae_[2]	Prevotella_[2]
1000530	96.45	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000283	99.76	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001521	99.53	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000128	97.64	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001281	98.82	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001473	99.05	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000033	97.64	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001607	97.87	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000521	98.58	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002148	97.16	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1003111	93.62	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1003634	85.61	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000960	98.11	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000569	93.85	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001260	99.29	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1002137	98.82	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1000048	98.82	Bacteria_[1]	Bacteroidetes_[1]	Bacteroidia_[1]	Bacteroidales_[1]	Prevotellaceae_[1]	Prevotella_[1]
1001070	99.53	Bacteria_[3]	Bacteroidetes_[3]	Bacteroidia_[3]	Bacteroidales_[3]	Prevotellaceae_[3]	Prevotella_[3]
